user_id,cookie_id,timestamp,city_browsed,listing_id,price_viewed,sqft_viewed,saved,shared,contacted,scheduled,session_id
user_225,0099c918-1be4-4ecb-9dd1-b02bd60fade9,2025-07-19 09:29:24.342602,Perris,PER_listing_197,449028,1772,0,0,0,0,sess_68d47fa8
user_225,0099c918-1be4-4ecb-9dd1-b02bd60fade9,2025-07-19 09:29:24.342602,Menifee,MEN_listing_106,390693,1624,0,0,0,0,sess_68d47fa8
user_225,0099c918-1be4-4ecb-9dd1-b02bd60fade9,2025-07-19 09:32:24.342602,Perris,PER_listing_96,502027,1653,1,0,0,0,sess_68d47fa8
user_225,0099c918-1be4-4ecb-9dd1-b02bd60fade9,2025-07-19 09:35:24.342602,Menifee,MEN_listing_8,464164,1889,1,1,1,1,sess_68d47fa8
user_225,0099c918-1be4-4ecb-9dd1-b02bd60fade9,2025-07-19 09:35:24.342602,Moreno Valley,MOR_listing_97,562905,2360,1,0,0,0,sess_68d47fa8
user_225,0099c918-1be4-4ecb-9dd1-b02bd60fade9,2025-07-19 09:35:24.342602,Perris,PER_listing_124,503007,1992,0,0,0,0,sess_68d47fa8
user_225,0099c918-1be4-4ecb-9dd1-b02bd60fade9,2025-07-19 09:47:24.342602,Perris,PER_listing_40,414385,1957,0,0,0,0,sess_68d47fa8
user_225,0099c918-1be4-4ecb-9dd1-b02bd60fade9,2025-07-19 09:55:24.342602,Perris,PER_listing_194,431106,1468,0,0,0,0,sess_68d47fa8
user_225,0099c918-1be4-4ecb-9dd1-b02bd60fade9,2025-07-19 10:07:24.342602,Moreno Valley,MOR_listing_161,392837,1695,1,0,1,0,sess_68d47fa8
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 09:58:24.342602,Perris,PER_listing_267,473713,1740,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 09:59:24.342602,Moreno Valley,MOR_listing_286,488323,1674,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:00:24.342602,Perris,PER_listing_19,581595,1369,0,0,0,1,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:04:24.342602,Perris,PER_listing_136,348922,1693,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:06:24.342602,Moreno Valley,MOR_listing_193,317163,1906,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:09:24.342602,Menifee,MEN_listing_55,366660,1996,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:10:24.342602,Menifee,MEN_listing_3,444926,1314,1,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:11:24.342602,Perris,PER_listing_107,317565,1547,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:12:24.342602,Perris,PER_listing_20,599361,2064,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:13:24.342602,Menifee,MEN_listing_57,474942,2570,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:13:24.342602,Perris,PER_listing_135,463529,1543,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:16:24.342602,Moreno Valley,MOR_listing_102,458791,1734,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:26:24.342602,Perris,PER_listing_249,414836,1300,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:28:24.342602,Perris,PER_listing_46,364033,1658,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:30:24.342602,Riverside,RIV_listing_255,344257,2084,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:46:24.342602,Moreno Valley,MOR_listing_35,470485,1668,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:46:24.342602,Perris,PER_listing_121,424428,1703,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 10:49:24.342602,Perris,PER_listing_248,531296,2042,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-04-08 11:10:24.342602,Perris,PER_listing_93,502743,1980,0,0,0,0,sess_2a8e7093
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-06-14 19:02:24.342602,Menifee,MEN_listing_60,434731,1796,0,0,0,0,sess_1003443d
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-06-14 19:04:24.342602,Perris,PER_listing_201,490724,1730,0,0,0,0,sess_1003443d
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-06-14 19:06:24.342602,Menifee,MEN_listing_125,524141,2191,0,0,0,0,sess_1003443d
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-06-14 19:06:24.342602,Perris,PER_listing_50,573032,2009,0,0,0,0,sess_1003443d
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-06-14 19:08:24.342602,Perris,PER_listing_229,576216,1860,0,0,0,0,sess_1003443d
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-06-14 19:09:24.342602,Moreno Valley,MOR_listing_218,509585,2141,0,0,0,0,sess_1003443d
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-06-14 19:11:24.342602,Perris,PER_listing_279,325528,1828,1,0,0,0,sess_1003443d
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-06-14 19:12:24.342602,Moreno Valley,MOR_listing_148,509858,1672,1,0,0,0,sess_1003443d
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-07-26 06:13:24.342602,Menifee,MEN_listing_72,449560,2107,1,0,0,0,sess_0869988a
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-07-26 06:14:24.342602,Perris,PER_listing_60,358153,1400,0,0,0,0,sess_0869988a
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-07-26 06:19:24.342602,Perris,PER_listing_114,449497,2555,0,0,0,0,sess_0869988a
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-07-26 06:21:24.342602,Menifee,MEN_listing_21,457174,1722,0,0,0,0,sess_0869988a
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-07-26 06:22:24.342602,Menifee,MEN_listing_10,442512,2122,0,0,0,0,sess_0869988a
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-07-26 06:25:24.342602,Perris,PER_listing_168,506567,2014,0,0,0,0,sess_0869988a
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-07-26 06:25:24.342602,Moreno Valley,MOR_listing_263,353791,1305,0,0,0,0,sess_0869988a
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-07-26 06:27:24.342602,Perris,PER_listing_38,478030,1760,0,0,0,0,sess_0869988a
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-07-26 06:29:24.342602,Perris,PER_listing_162,469381,1719,0,0,0,0,sess_0869988a
user_101,00ee5313-cb0b-455e-adaa-965d7360724d,2025-07-26 06:33:24.342602,Moreno Valley,MOR_listing_172,584926,1730,0,0,0,0,sess_0869988a
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:25:24.342602,Riverside,RIV_listing_78,370191,1906,0,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:27:24.342602,Moreno Valley,MOR_listing_113,430128,2094,1,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:29:24.342602,Moreno Valley,MOR_listing_300,555785,1716,1,1,1,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:31:24.342602,Moreno Valley,MOR_listing_197,355936,2484,0,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:32:24.342602,Riverside,RIV_listing_64,310656,1862,0,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:34:24.342602,Moreno Valley,MOR_listing_236,363991,1646,0,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:36:24.342602,Menifee,MEN_listing_72,523069,2363,0,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:39:24.342602,Perris,PER_listing_198,350205,2130,0,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:41:24.342602,Moreno Valley,MOR_listing_9,452062,1947,0,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:45:24.342602,Menifee,MEN_listing_24,400050,1783,0,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:49:24.342602,Perris,PER_listing_139,453735,1901,0,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:49:24.342602,Moreno Valley,MOR_listing_209,501342,1758,0,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:49:24.342602,Moreno Valley,MOR_listing_123,352871,1251,0,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:51:24.342602,Perris,PER_listing_223,445927,1972,1,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 09:55:24.342602,Perris,PER_listing_119,470896,1484,0,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 10:05:24.342602,Perris,PER_listing_89,471254,1715,0,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-05 10:29:24.342602,Moreno Valley,MOR_listing_42,471694,1577,0,0,0,0,sess_ce8be763
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-19 00:08:24.342602,Perris,PER_listing_66,502562,1333,0,0,0,0,sess_bb12a2b6
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-19 00:10:24.342602,Riverside,RIV_listing_217,458027,1896,0,0,0,0,sess_bb12a2b6
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-19 00:14:24.342602,Moreno Valley,MOR_listing_291,469532,1457,0,0,0,0,sess_bb12a2b6
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-19 00:20:24.342602,Moreno Valley,MOR_listing_58,540620,1767,0,0,0,0,sess_bb12a2b6
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-19 00:23:24.342602,Moreno Valley,MOR_listing_124,354870,1711,0,0,0,0,sess_bb12a2b6
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-19 00:24:24.342602,Moreno Valley,MOR_listing_142,380224,1696,0,0,0,0,sess_bb12a2b6
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-19 00:26:24.342602,Moreno Valley,MOR_listing_293,473398,1885,0,0,0,0,sess_bb12a2b6
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-04-19 00:29:24.342602,Riverside,RIV_listing_182,302873,1742,0,0,0,0,sess_bb12a2b6
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-05-28 07:07:24.342602,Perris,PER_listing_228,526052,1755,1,0,0,0,sess_8537f982
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-05-28 07:08:24.342602,Perris,PER_listing_197,590932,1691,0,0,0,0,sess_8537f982
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-05-28 07:11:24.342602,Menifee,MEN_listing_98,400804,1796,0,0,0,0,sess_8537f982
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-05-28 07:14:24.342602,Perris,PER_listing_199,366926,1638,0,0,0,0,sess_8537f982
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-05-28 07:15:24.342602,Moreno Valley,MOR_listing_252,524372,1774,0,0,0,0,sess_8537f982
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-05-28 07:17:24.342602,Perris,PER_listing_194,442882,1765,1,1,1,0,sess_8537f982
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-05-28 07:19:24.342602,Moreno Valley,MOR_listing_140,378834,2140,0,0,0,0,sess_8537f982
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-05-28 07:22:24.342602,Perris,PER_listing_269,450362,1801,0,0,1,0,sess_8537f982
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-05-28 07:23:24.342602,Riverside,RIV_listing_106,338238,1262,0,0,0,0,sess_8537f982
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-05-28 07:25:24.342602,Moreno Valley,MOR_listing_40,480030,1744,0,0,0,0,sess_8537f982
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-05-28 07:29:24.342602,Moreno Valley,MOR_listing_207,493058,1967,0,0,0,0,sess_8537f982
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-05-28 07:31:24.342602,Moreno Valley,MOR_listing_11,394702,2192,0,0,0,0,sess_8537f982
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-05-28 07:31:24.342602,Moreno Valley,MOR_listing_161,401408,1778,0,0,0,0,sess_8537f982
user_137,013570c2-9951-4afb-b089-2ee4e7734202,2025-05-28 07:59:24.342602,Moreno Valley,MOR_listing_141,422820,1779,0,0,0,0,sess_8537f982
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 13:50:24.342602,Perris,PER_listing_252,400632,1520,0,0,0,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 13:52:24.342602,Perris,PER_listing_19,439030,1640,0,0,0,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 13:54:24.342602,Moreno Valley,MOR_listing_5,482005,1385,0,1,0,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 13:56:24.342602,Perris,PER_listing_137,397112,1781,0,0,0,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 13:58:24.342602,Perris,PER_listing_98,494803,1619,0,0,0,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 14:02:24.342602,Moreno Valley,MOR_listing_85,523484,1523,0,1,1,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 14:05:24.342602,Perris,PER_listing_53,420938,1751,0,0,0,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 14:06:24.342602,Perris,PER_listing_180,418750,2143,0,0,0,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 14:18:24.342602,Moreno Valley,MOR_listing_72,379212,2063,0,0,0,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 14:18:24.342602,Perris,PER_listing_262,608789,1508,0,0,0,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 14:20:24.342602,Moreno Valley,MOR_listing_131,465253,2670,0,1,0,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 14:26:24.342602,Moreno Valley,MOR_listing_23,494583,2268,0,0,0,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 14:29:24.342602,Moreno Valley,MOR_listing_278,513201,2087,0,0,0,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 14:34:24.342602,Riverside,RIV_listing_96,509524,1637,0,0,0,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-02-19 14:38:24.342602,Menifee,MEN_listing_124,378678,1566,0,0,0,0,sess_e75750ad
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-04-14 20:16:24.342602,Menifee,MEN_listing_19,417282,1674,1,1,1,0,sess_ec465b8a
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-04-14 20:19:24.342602,Menifee,MEN_listing_107,414470,1557,0,0,0,0,sess_ec465b8a
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-04-14 20:20:24.342602,Moreno Valley,MOR_listing_216,443613,1322,0,0,0,0,sess_ec465b8a
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-04-14 20:24:24.342602,Moreno Valley,MOR_listing_14,501782,1579,0,0,0,0,sess_ec465b8a
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-04-14 20:24:24.342602,Menifee,MEN_listing_38,560827,1237,0,0,0,0,sess_ec465b8a
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-04-14 20:25:24.342602,Perris,PER_listing_200,433142,1257,0,0,0,0,sess_ec465b8a
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-04-14 20:28:24.342602,Moreno Valley,MOR_listing_229,536086,1782,1,1,0,0,sess_ec465b8a
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-04-14 20:34:24.342602,Riverside,RIV_listing_33,427272,1206,0,0,0,0,sess_ec465b8a
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-04-14 20:36:24.342602,Moreno Valley,MOR_listing_212,470114,1943,0,0,0,0,sess_ec465b8a
user_348,0140794f-fb3d-4faf-8a1e-509d22203765,2025-04-14 20:44:24.342602,Menifee,MEN_listing_27,454053,2213,0,0,0,0,sess_ec465b8a
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:01:24.342602,Moreno Valley,MOR_listing_241,456177,1862,0,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:04:24.342602,Moreno Valley,MOR_listing_230,413643,2263,0,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:05:24.342602,Moreno Valley,MOR_listing_162,418934,1652,0,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:06:24.342602,Moreno Valley,MOR_listing_48,543245,2223,0,1,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:07:24.342602,Moreno Valley,MOR_listing_13,488901,2140,0,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:08:24.342602,Perris,PER_listing_82,649461,1269,0,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:09:24.342602,Perris,PER_listing_131,475949,2288,0,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:13:24.342602,Perris,PER_listing_131,399117,2519,0,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:14:24.342602,Perris,PER_listing_226,417535,1715,1,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:15:24.342602,Moreno Valley,MOR_listing_252,386392,2448,0,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:23:24.342602,Perris,PER_listing_227,406956,1602,0,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:25:24.342602,Moreno Valley,MOR_listing_30,447291,1637,0,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:25:24.342602,Moreno Valley,MOR_listing_102,481048,1515,1,0,1,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:33:24.342602,Moreno Valley,MOR_listing_89,516221,2129,0,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:37:24.342602,Perris,PER_listing_60,409269,2163,0,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 10:41:24.342602,Moreno Valley,MOR_listing_221,433063,2054,0,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-04-13 11:01:24.342602,Moreno Valley,MOR_listing_220,441102,2361,0,0,0,0,sess_44f1e76d
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-06-13 15:51:24.342602,Moreno Valley,MOR_listing_174,485013,1932,0,0,0,0,sess_6bb2a035
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-06-13 15:54:24.342602,Moreno Valley,MOR_listing_250,582075,1399,0,0,0,0,sess_6bb2a035
user_415,019cc3ef-c2ed-4335-a329-5ef9f88728cf,2025-06-13 15:54:24.342602,Moreno Valley,MOR_listing_150,364925,2285,0,0,0,0,sess_6bb2a035
